user,game,hrs,purchase,play
196066421,TOME Immortal Arena,0.6,1,1
30913209,Killing Floor,75.0,1,1
68719896,Castle Crashers,6.1,1,1
30246419,The Journey Down Chapter One,0.0,1,0
173168090,Counter-Strike Global Offensive,44.0,1,1
157338877,Don't Starve,4.3,1,1
116876958,GRID 2,13.0,1,1
948368,Half-Life 2 Deathmatch,0.0,1,0
3249166,Ricochet,0.0,1,0
131940023,Star Wars Knights of the Old Republic,45.0,1,1
88579585,ARK Survival Evolved,656.0,1,1
71510748,The Ship Single Player,0.0,1,0
164591420,Team Fortress 2,2.6,1,1
53875128,Mercenary Kings,0.0,1,0
197237005,War Thunder,0.0,1,0
249852209,Trove,0.0,1,0
38317154,Fallout 3 - Game of the Year Edition,0.5,1,1
44874005,Call of Duty Black Ops II - Zombies,0.0,1,0
39334748,Deathmatch Classic,0.0,1,0
92958887,Borderlands 2 Headhunter 4 Wedding Day Massacre,0.0,1,0
218734858,RollerCoaster Tycoon 3 Platinum!,4.0,1,1
71777065,F.E.A.R. Perseus Mandate,0.0,1,0
30425578,Portal,0.0,1,0
215208719,H1Z1,307.0,1,1
11403772,Borderlands DLC Claptraps New Robot Revolution,0.0,1,0
29753085,Painkiller Black Edition,0.0,1,0
27403206,SanctuaryRPG Black Edition,0.0,1,0
71510748,Cave Story+,0.4,1,1
50553129,Football Manager 2013,62.0,1,1
36546868,Shoot Many Robots,0.3,1,1
24469287,The Long Dark,0.9,1,1
58435428,Borderlands The Pre-Sequel,34.0,1,1
51557405,Metro 2033,0.0,1,0
88035166,Organ Trail Director's Cut,0.0,1,0
164318687,Counter-Strike Nexon Zombies,0.0,1,0
97782908,Amnesia The Dark Descent,1.3,1,1
15095770,Half-Life Blue Shift,0.0,1,0
101656933,Galactic Civilizations II Ultimate Edition,7.4,1,1
200817099,AdVenture Capitalist,0.0,1,0
87734805,Titan Quest,0.0,1,0
298592139,Counter-Strike Global Offensive,47.0,1,1
178789623,GunZ 2 The Second Duel,0.0,1,0
158173228,Arma 3 Marksmen,0.0,1,0
11373749,Darksiders II,0.0,1,0
16154372,Fallout,0.0,1,0
26762388,Arma 2 Operation Arrowhead Beta (Obsolete),0.0,1,0
975449,Batman Arkham Asylum GOTY Edition,17.9,1,1
134322141,Homefront,4.9,1,1
37422528,Hitman Absolution,1.7,1,1
55906572,Nether,0.4,1,1
83671083,Call of Duty Modern Warfare 3 - Multiplayer,17.6,1,1
58905429,Blackguards,0.0,1,0
53097340,Command and Conquer Red Alert 3 - Uprising,0.0,1,0
159371621,Need for Speed Hot Pursuit,5.9,1,1
93413084,BioShock,0.0,1,0
31069041,Half-Life 2 Deathmatch,0.0,1,0
10599862,DOOM 3 Resurrection of Evil,0.0,1,0
101530848,Metro 2033 Redux,0.0,1,0
105503045,XCOM Enemy Unknown,14.5,1,1
55906572,Half-Life 2,29.0,1,1
163308692,No More Room in Hell,0.0,1,0
202585832,Dota 2,0.8,1,1
124229280,War of the Roses,0.0,1,0
58345543,Zombie Panic Source,0.3,1,1
181564172,Trove,4.4,1,1
230031062,Team Fortress 2,2.0,1,1
92914917,Ghostbusters The Video Game,0.0,1,0
24469287,Castlevania Lords of Shadow 2 - Revelations DLC,0.0,1,0
117483116,Age of Empires II HD Edition,0.0,1,0
150135487,Bloop,0.0,1,0
161140815,Codename CURE,0.0,1,0
109961633,Call of Duty Modern Warfare 2 - Multiplayer,0.4,1,1
122026623,Deus Ex Game of the Year Edition,0.0,1,0
175945017,Dota 2,1.7,1,1
136135322,Scribblenauts Unlimited,15.0,1,1
186642906,Back to Dinosaur Island ,9.8,1,1
561758,Serious Sam 3 BFE,11.9,1,1
20772968,Half-Life Opposing Force,0.0,1,0
216598286,Unturned,0.0,1,0
81943620,Trine 2,2.8,1,1
196446810,Zombies Monsters Robots,0.2,1,1
103731895,Marvel Heroes 2015,0.0,1,0
115167911,Wolfenstein The Old Blood ,6.1,1,1
92593907,Saints Row 2,13.3,1,1
101142088,Half-Life 2 Deathmatch,0.0,1,0
88525821,Hammerwatch,9.6,1,1
10515535,Half-Life 2,0.0,1,0
86733992,The Witcher 2 Assassins of Kings Enhanced Edition,1.5,1,1
163432200,Borderlands 2,109.0,1,1
54291917,Saints Row 2,0.0,1,0
307688442,Warframe,0.0,1,0
55367062,The Long Dark,1.3,1,1
129117376,Dust An Elysian Tail,4.4,1,1
100630947,FreeStyle2 Street Basketball,2.5,1,1
167118460,8BitMMO,0.2,1,1
70408902,Mark of the Ninja,0.6,1,1
35701646,Metro Last Light,11.2,1,1
264500948,Trove,0.0,1,0
94269421,The Elder Scrolls V Skyrim - Dragonborn,0.0,1,0
292470488,Dota 2,0.4,1,1
122026623,Max Payne,31.0,1,1
170095814,MechWarrior Online,0.8,1,1
122026623,Duke Nukem 3D,0.0,1,0
59662830,"Warhammer 40,000 Armageddon",10.1,1,1
107476377,Sid Meier's Civilization IV Beyond the Sword,1064.0,2,1
145243748,The Elder Scrolls V Skyrim - Dawnguard,0.0,1,0
26729643,Borderlands DLC The Secret Armory of General Knoxx,0.0,1,0
55906572,Grand Theft Auto Episodes from Liberty City,0.0,1,0
62990992,Magicka Vietnam,0.0,1,0
147602462,The Good Life,0.6,1,1
161275092,Survarium,0.0,1,0
30425578,Supreme Commander Forged Alliance,0.0,1,0
11149819,Sam & Max 302 The Tomb of Sammun-Mak,0.0,1,0
222050169,Unturned,15.6,1,1
31669242,Antichamber,0.0,1,0
23225650,Mortal Kombat Legacy - Ep. 8 Scorpion and Sub-Zero (Part 2),0.0,1,0
215208719,FootLOL Epic Fail League,0.7,1,1
79542039,XIII Century,0.0,1,0
159800136,The Whispered World Special Edition,0.0,1,0
11731710,Baldur's Gate II Enhanced Edition,0.0,1,0
33865373,Tomb of Tyrants,0.0,1,0
80550861,Volgarr the Viking,0.0,1,0
53245953,Undertale,6.3,1,1
170382539,War Thunder,0.1,1,1
101878879,Deus Ex Human Revolution,0.0,1,0
154687199,Terraria,26.0,1,1
162999869,Dota 2,39.0,1,1
134967717,Borderlands 2 Headhunter 4 Wedding Day Massacre,0.0,1,0
13565651,Company of Heroes,0.0,1,0
242112520,Gotham City Impostors Free To Play,0.0,1,0
38317154,Half-Life 2,6.6,1,1
207869089,Robocraft,1.0,1,1
122956129,Trove,382.0,1,1
112547463,Hitman Absolution,53.0,1,1
154230933,Borderlands DLC Claptraps New Robot Revolution,0.0,1,0
74897172,Football Manager 2015,123.0,1,1
126595775,Sid Meier's Civilization V,11.1,1,1
76892907,STAR WARS Knights of the Old Republic II The Sith Lords,0.0,1,0
88296152,Company of Heroes,0.0,1,0
69849141,Lara Croft and the Guardian of Light,1.0,1,1
189858084,Tomb Raider,13.3,1,1
11373749,Portal,4.4,1,1
187463594,Fractured Space,0.2,1,1
142750305,Call of Duty Advanced Warfare - Multiplayer,52.0,1,1
145041407,BloodRealm Battlegrounds,0.0,1,0
16084897,Rise of the Triad,0.0,1,0
25031952,Counter-Strike,0.0,1,0
231029951,Ace of Spades,1.2,1,1
118541865,Tom Clancy's Ghost Recon Phantoms - NA Substance with Style pack (Assault),0.0,1,0
26027937,Team Fortress 2,5.4,1,1
7923954,Half-Life Blue Shift,0.0,1,0
218734858,Total War ATTILA,112.0,1,1
98561727,Counter-Strike Nexon Zombies,13.6,1,1
127788996,Lunar Flight,0.0,1,0
86469479,Tom Clancy's Rainbow Six 3 Gold Edition,0.0,1,0
86469479,Magicka Holiday Spirit Item Pack ,0.0,1,0
115632831,Crysis 2 Maximum Edition,14.0,1,1
242267002,Counter-Strike Global Offensive,1.9,1,1
47409520,Empire Total War,6.6,1,1
60608576,Fallout New Vegas Honest Hearts,0.0,1,0
58794630,Call of Duty Modern Warfare 2 - Multiplayer,338.0,1,1
125472731,Neverwinter,0.0,1,0
195962272,Sid Meier's Civilization V Brave New World,0.0,1,0
46030552,Day of Defeat Source,8.4,1,1
36502549,XCOM Enemy Within,0.0,1,0
162081645,Brawlhalla,0.0,1,0
222180483,Fractured Space,0.0,1,0
119619506,Anarchy Arcade,0.3,1,1
62990992,Tomb Raider Legend,0.0,1,0
116515230,STAR WARS Knights of the Old Republic II The Sith Lords,0.0,1,0
237244349,sZone-Online,0.0,1,0
21061921,Madballs in...Babo Invasion,1.2,1,1
975449,Avadon The Black Fortress,0.7,1,1
154533830,Crash Time II,2.7,1,1
23717586,Shattered Horizon Arconauts,0.0,1,0
79474322,Eador. Masters of the Broken World,147.0,1,1
127697304,Team Fortress 2,48.0,1,1
243077634,WARMODE,6.5,1,1
208491021,Counter-Strike,0.0,1,0
44472980,Alan Wake,2.2,1,1
300669819,RIFT,0.0,1,0
174002551,Gun Monkeys,0.0,1,0
53875128,Cogs,0.0,1,0
56038151,Grand Theft Auto,0.0,1,0
238150726,Dota 2,5.2,1,1
80239919,Counter-Strike Condition Zero Deleted Scenes,0.0,1,0
167417654,Fallout 3 - Game of the Year Edition,26.0,1,1
24469287,Warlock - Master of the Arcane,9.3,1,1
91807066,Far Cry 3,9.1,1,1
23663429,Counter-Strike Condition Zero,0.0,1,0
168244631,Painkiller Black Edition,13.4,1,1
204477246,Rise of Incarnates,0.0,1,0
130764464,"Time Gentlemen, Please!",0.0,1,0
73518199,Loadout,3.9,1,1
85210874,Terraria,567.0,1,1
24889631,Day of Defeat,0.0,1,0
118695833,Electronic Super Joy Groove City,0.0,1,0
154230723,GAUGE,0.0,1,0
47384202,Call of Juarez Gunslinger,4.9,1,1
166863117,Stronghold 3,1.2,1,1
77194239,Game Dev Tycoon,2.9,1,1
155718820,Counter-Strike Global Offensive,47.0,1,1
76892907,Kingdoms of Amalur Reckoning,75.0,1,1
142001340,Dead Island,0.0,1,0
71777065,The Vanishing of Ethan Carter Redux,0.6,1,1
202760244,GunZ 2 The Second Duel,0.0,1,0
119619506,Infestation Survivor Stories,6.5,1,1
75368808,FTL Faster Than Light,19.9,1,1
122026623,Sid Meier's Pirates!,0.0,1,0
76892907,Legacy of Kain Defiance,0.0,1,0
42198457,Half-Life 2,2.2,1,1
21061921,Dota 2,41.0,1,1
68372559,Counter-Strike Source,24.0,1,1
58411748,Call of Duty World at War,0.0,1,0
59382844,Call of Duty Modern Warfare 3 - Multiplayer,235.0,1,1
56038151,Injustice Gods Among Us Ultimate Edition,1.5,1,1
53097340,Portal,11.4,1,1
22301321,Borderlands 2 Headhunter 3 Mercenary Day,0.0,1,0
120116659,Quake Live,0.1,1,1
137588230,Arma 2 DayZ Mod,1.2,1,1
35394734,Deathmatch Classic,0.0,1,0
30061970,Divine Divinity,0.0,1,0
217368291,Unturned,0.0,1,0
61506388,7 Days to Die,2.4,1,1
43360645,Dark Souls Prepare to Die Edition,9.5,1,1
101596530,H1Z1 Test Server,0.0,1,0
166224568,Half-Life 2,3.7,1,1
27262175,Crystals of Time,0.0,1,0
64023574,Ace of Spades,3.0,1,1
61506388,Mirror's Edge,0.2,1,1
266479412,Unturned,18.1,1,1
186517004,Call of Duty Black Ops II - Zombies,0.0,1,0
151015947,TeraBlaster,0.0,1,0
39899978,Dead Island Riptide,0.0,1,0
44545959,Endless Legend,17.0,1,1
159428605,World of Goo,0.1,1,1
112626210,Damned,4.9,1,1
34901647,Space Hulk Ascension,1.3,1,1
23717586,Universe Sandbox,4.3,1,1
30246419,Aura Kingdom,0.0,1,0
207036748,The Elder Scrolls V Skyrim - Dawnguard,0.0,1,0
26808868,Sid Meier's Civilization V,9.0,1,1
51822361,S.T.A.L.K.E.R. Shadow of Chernobyl,3.6,1,1
62990992,Shadows of War,1.3,1,1
193103684,World of Guns Gun Disassembly,0.3,1,1
40289887,Half-Life 2 Lost Coast,1.3,1,1
218317467,Thief - Ghost,0.0,1,0
38317154,Mass Effect,0.0,1,0
16645459,Last Word,0.0,1,0
244290943,Defiance,0.5,1,1
43684632,Patch testing for Chivalry,0.0,1,0
11373749,Back to Bed,0.0,1,0
101902528,Team Fortress 2,0.8,1,1
130312302,The Swapper,1.6,1,1
128470551,Torchlight II,2.9,1,1
47384202,Fallout New Vegas Honest Hearts,0.0,1,0
157636450,Desert Thunder,0.0,1,0
54999247,Counter-Strike Condition Zero,0.0,1,0
33651880,Sniper Elite V2,3.3,1,1
55367062,Mark of the Ninja Special Edition DLC,0.0,1,0
24610082,Day of Defeat,3.4,1,1
172771532,Path of Exile,0.2,1,1
51557405,Trine,3.7,1,1
187463594,The Witcher 3 Wild Hunt,5.5,1,1
36546868,Endless Space,0.0,1,0
236434806,The Forgotten Ones,0.2,1,1
44948554,Call of Duty Modern Warfare 3,4.1,1,1
11207650,F.E.A.R.,37.0,1,1
207830797,Mortal Kombat Legacy II - Ep. 3 Kenshi's Origin,0.0,1,0
1601773,Half-Life Blue Shift,0.0,1,0
127335438,DRAGON BALL XENOVERSE,114.0,1,1
28472068,Loom,0.0,1,0
131463112,Counter-Strike,165.0,1,1
24721232,Rust,63.0,1,1
281535206,Sid Meier's Civilization V Brave New World,0.0,1,0
70075801,Total War SHOGUN 2,292.0,1,1
279122638,Dota 2,7.8,1,1
80630217,Bastion,0.8,1,1
123101539,Star Wars Knights of the Old Republic,9.6,1,1
115037563,Risen 2 - Dark Waters,1.2,1,1
154730370,This War of Mine,13.5,1,1
165755355,Rome Total War - Alexander,0.0,1,0
161007736,Loadout,0.0,1,0
107123140,Team Fortress 2,0.9,1,1
222008249,Trove,0.9,1,1
32467994,Elsword,0.0,1,0
127220350,Garry's Mod,303.0,1,1
165779930,Warface,26.0,1,1
131348564,Men of War Assault Squad 2,99.0,1,1
174522735,Heroes & Generals,0.8,1,1
98848653,Red Faction,0.0,1,0
54310644,Bastion,0.0,1,0
148831715,Dungeon Defenders II,3.0,1,1
72978546,World of Goo,1.7,1,1
41883229,Day of Defeat Source,0.2,1,1
39446138,World of Goo,0.0,1,0
81439192,Sid Meier's Civilization Beyond Earth,8.5,1,1
64023574,Arma 2 Private Military Company,0.0,1,0
21061921,Might & Magic Heroes VI,108.0,1,1
261602452,The Mighty Quest For Epic Loot,48.0,1,1
30440303,Operation Flashpoint Red River,0.0,1,0
70408902,Insurgency,2.5,1,1
152419713,Clicker Heroes,6.0,1,1
87341384,Deus Ex Human Revolution - Director's Cut,10.8,1,1
197904909,Arcane Saga Online,0.0,1,0
147859903,DCS World,0.3,1,1
219145315,Dungeons & Dragons Online,3.7,1,1
193156880,Tiny Bridge Ratventure,0.0,1,0
67579257,Call of Duty Advanced Warfare - Multiplayer,9.2,1,1
63157803,War Thunder,2.7,1,1
192170147,Patch testing for Chivalry,0.0,1,0
81439192,Portal,0.0,1,0
98649241,Half-Life 2 Lost Coast,0.0,1,0
168094655,Neverwinter,0.0,1,0
39663272,Half-Life 2 Deathmatch,0.0,1,0
86469479,Creeper World 3 Arc Eternal,1.3,1,1
189818681,F.E.A.R. Online,0.0,1,0
42198457,Super Time Force Ultra,0.0,1,0
256613211,One Manga Day,0.0,1,0
26897314,Counter-Strike Source,0.0,1,0
238516802,Victory Command,0.0,1,0
94269421,Lego Harry Potter,7.3,1,1
111003065,Devilian,10.8,1,1
227083521,Serious Sam HD The First Encounter,6.3,1,1
60611062,Killing Floor Mod Defence Alliance 2,0.0,1,0
166863117,Counter-Strike Nexon Zombies,3.9,1,1
59382844,Call of Duty Advanced Warfare,4.1,1,1
293600797,RaceRoom Racing Experience ,0.0,1,0
11373749,Still Life,0.0,1,0
167118460,Warframe,0.7,1,1
138941587,Tea Party Simulator 2015,3.3,1,1
272141796,Dota 2,11.8,1,1
244480793,Team Fortress 2,2.6,1,1
78341587,Trine 2,0.0,1,0
80189887,Call of Duty World at War,79.0,1,1
73726855,Super Crate Box,0.0,1,0
59382844,Call of Duty Black Ops,16.2,1,1
60706503,Call of Duty Ghosts,11.7,1,1
201275304,Outland,1.5,1,1
65155942,Prison Architect,0.0,1,0
29239329,"Papers, Please",1.5,1,1
81160212,"Warhammer 40,000 Dawn of War II  Retribution",5.5,1,1
124725852,Savage Lands,2.3,1,1
90272527,Bionic Commando Rearmed,0.0,1,0
44156169,Fallen Earth,0.0,1,0
46028967,Don't Starve Together Beta,0.7,1,1
243998409,Dota 2,0.7,1,1
156675178,Bulletstorm,5.8,1,1
47384202,Carpe Diem - Extra Package,0.0,1,0
256606025,Counter-Strike Global Offensive,16.2,1,1
59529444,F.E.A.R. 2 Project Origin,13.3,1,1
4812175,Deathmatch Classic,0.0,1,0
200673341,Everlasting Summer,1.1,1,1
195414910,Robocraft,2.2,1,1
42363887,Football Manager 2009,365.0,1,1
142999522,Neverwinter,0.0,1,0
291439350,Dota 2,56.0,1,1
126200826,Euro Truck Simulator 2,9.2,1,1
235658693,Unturned,0.0,1,0
14544587,Team Fortress Classic,0.0,1,0
59662830,Plague Inc Evolved,5.2,1,1
36188511,Counter-Strike Source,0.0,1,0
975449,Foul Play,0.5,1,1
35701646,Batman Arkham Origins,0.0,1,0
13565651,The Elder Scrolls V Skyrim - Dawnguard,0.0,1,0
58905429,Dust An Elysian Tail,0.0,1,0
165216496,The Old Tree,0.0,1,0
160883669,Counter-Strike Condition Zero,0.1,1,1
65895047,Frontline Tactics,0.7,1,1
45617627,The Elder Scrolls V Skyrim,288.0,1,1
39622853,Half-Life 2,50.0,1,1
200036280,March of War,1.9,1,1
181666776,Lambda Wars Beta,1.3,1,1
21539893,Team Fortress 2,33.0,1,1
64754418,Unturned,0.4,1,1
202759236,Counter-Strike Nexon Zombies,0.0,1,0
100741663,Medieval II Total War Kingdoms,0.0,1,0
99110207,H1Z1 Test Server,0.0,1,0
129585692,Team Fortress 2,0.1,1,1
6717871,RACE 07,1.7,1,1
130369238,Battlefield Bad Company 2,54.0,1,1
116876958,Arma 2,0.0,1,0
127555883,Earth 2150 Trilogy,0.3,1,1
7163917,Half-Life,0.0,1,0
175423011,No More Room in Hell,15.8,1,1
35227774,Half-Life 2 Deathmatch,0.0,1,0
1364546,Counter-Strike,553.0,1,1
86256882,Half-Life 2 Episode Two,5.9,1,1
33865373,The Binding of Isaac,0.0,1,0
62990992,Dogs of War Online - Beta,0.0,1,0
167194020,Grandia II Anniversary Edition,0.0,1,0
127072755,Call of Duty Black Ops - Multiplayer,10.4,1,1
151603712,Marvel Heroes 2015,0.5,1,1
73564778,BioShock Infinite - Season Pass,0.0,1,0
83770731,FEZ,2.3,1,1
56219610,Call of Duty Modern Warfare 3,61.0,1,1
135400225,Kingdom,3.2,1,1
90104676,Assassin's Creed III,53.0,1,1
182835747,Counter-Strike Global Offensive,48.0,1,1
130051338,Counter-Strike Global Offensive,1.4,1,1
137158399,Counter-Strike Global Offensive,970.0,1,1
127272741,Ace of Spades,8.3,1,1
124556386,Counter-Strike,0.0,1,0
108878910,Arma 2 Operation Arrowhead Beta (Obsolete),0.0,1,0
15305418,Pro Evolution Soccer 2015,19.1,1,1
281535206,PAYDAY 2,6.3,1,1
38100517,Universe at War Earth Assault,47.0,1,1
110412872,Arctic Combat,0.0,1,0
87734805,Costume Quest,2.3,1,1
172518437,Tinboy,0.0,1,0
10599862,Europa Universalis III,50.0,1,1
14417857,Alien Swarm,1.1,1,1
14962163,AdVenture Capitalist,144.0,1,1
249735744,Double Action Boogaloo,0.0,1,0
34177747,Long Live The Queen,3.8,1,1
292744287,Magicka Wizard Wars,0.0,1,0
127555883,Age of Empires III Complete Collection,0.0,1,0
36546868,Spore Creepy & Cute Parts Pack,0.0,1,0
49312497,Cities XL 2012,3.6,1,1
26465134,Metro 2033,40.0,1,1
41719717,PAYDAY The Heist,0.0,1,0
72978546,Sang-Froid - Tales of Werewolves,6.9,1,1
4834220,Total War ROME II - Emperor Edition,329.0,1,1
197190654,Bloons TD5,5.1,1,1
161816812,Fallout 4,23.0,1,1
144071257,Never Alone (Kisima Ingitchuna),0.0,1,0
255010251,Warframe,18.5,1,1
120237789,Middle-earth Shadow of Mordor,46.0,1,1
47457723,Dragon Age Origins,67.0,1,1
25096601,Half-Life 2 Episode Two,0.1,1,1
157235483,AdVenture Capitalist,0.0,1,0
62990992,Serious Sam HD The First Encounter,0.0,1,0
47384303,Call of Duty Black Ops - Multiplayer,0.0,1,0
115037563,Sacred 2 Gold,0.0,1,0
50818751,Red Faction,0.0,1,0
48525807,Crusader Kings II,225.0,1,1
270356700,Unturned,0.6,1,1
171383863,HuniePop,10.6,1,1
32498610,Dota 2,1.7,1,1
3498717,Half-Life 2 Deathmatch,0.0,1,0
94962660,Team Fortress 2,1.7,1,1
33865373,Tengami,0.0,1,0
61676491,Magicka,0.0,1,0
69009454,Red Faction,0.0,1,0
12144171,Don't Starve,8.4,1,1
88035166,XCOM Enemy Unknown,0.0,1,0
104830836,Mirror's Edge,2.0,1,1
188509200,Tree of Life,32.0,1,1
84884010,Sid Meier's Civilization V,16.5,1,1
20772968,SpellForce Platinum Edition,0.0,1,0
53091150,Sid Meier's Civilization III Complete,0.0,1,0
183315077,Counter-Strike Condition Zero,0.0,1,0
176271982,Sniper Ghost Warrior 2,0.3,1,1
92914917,Sanctum 2,1.5,1,1
154730370,Arma 3 Zeus,0.0,1,0
9128105,Half-Life 2 Lost Coast,0.0,1,0
58345543,War of Beach,0.0,1,0
11970504,Prison Architect,25.0,1,1
136021775,Counter-Strike Source,0.0,1,0
50769696,Football Manager 2010,229.0,1,1
162288536,Lego Harry Potter,0.0,1,0
114080968,Team Fortress 2,2.5,1,1
33865373,Spriter Pro,0.0,1,0
127628725,Call of Duty Advanced Warfare - Multiplayer,1.1,1,1
30440303,Return to Castle Wolfenstein,0.6,1,1
126191291,The Guild II,0.0,1,0
115167911,DARK SOULS II,48.0,1,1
237578633,Team Fortress 2,100.0,1,1
92914917,Serious Sam HD The First Encounter,0.0,1,0
11373749,Aura Fate of the Ages,8.4,1,1
70408902,State of Decay,0.0,1,0
103638409,Team Fortress 2,369.0,1,1
48798067,DOOM 3,8.3,1,1
58289184,Hotline Miami,0.0,1,0
24469287,Omerta - The Con Artist,0.0,1,0
292744287,War Thunder,0.0,1,0
122026623,Thief Deadly Shadows,0.0,1,0
167118460,Saints Row 2,0.0,1,0
153156310,Counter-Strike Nexon Zombies,0.0,1,0
91900241,Counter-Strike,20.0,1,1
36546868,Jurassic Park The Game,3.5,1,1
156675178,F.E.A.R. Perseus Mandate,0.0,1,0
213610494,Pinball FX2,0.0,1,0
83090686,Terraria,826.0,1,1
22301321,Day of Defeat Source,0.0,1,0
57603447,Hard Reset,0.0,1,0
167013261,The Elder Scrolls V Skyrim - Hearthfire,0.0,1,0
158136134,Dota 2,1043.0,1,1
14098833,Half-Life 2 Lost Coast,0.0,1,0
186022495,Dead Island Epidemic,0.1,1,1
101687527,Color Symphony,0.0,1,0
76420334,Cry of Fear,3.2,1,1
131227682,Assassins Creed Unity,2.5,1,1
27262175,Lilly and Sasha Nexus of Souls,0.0,1,0
81170946,Portal,6.8,1,1
111754806,Besiege,2.2,1,1
181819729,Tom Clancy's Ghost Recon Phantoms - NA,0.0,1,0
218317467,Thief - Predator,0.0,1,0
32592631,Sniper Ghost Warrior,2.0,1,1
150033540,Halo Spartan Assault,2.3,1,1
40212239,Survivalist,0.6,1,1
29706117,Portal,7.3,1,1
73495968,METAL GEAR SOLID V THE PHANTOM PAIN,20.0,1,1
235788745,GunZ 2 The Second Duel,0.0,1,0
60611062,Alien Breed 2 Assault,2.2,1,1
118723066,Dizzel,0.5,1,1
31669242,METAL GEAR RISING REVENGEANCE,1.5,1,1
30246419,Fearless Fantasy,0.0,1,0
80550861,"Papers, Please",0.0,1,0
73435399,Counter-Strike Source,6.1,1,1
54637394,Red Orchestra Ostfront 41-45,0.0,1,0
51557405,Sleeping Dogs,33.0,1,1
65155942,Half-Life 2,0.0,1,0
76892907,"Warhammer 40,000 Space Marine",0.9,1,1
302555311,Dota 2,127.0,1,1
142775542,Fallout New Vegas Honest Hearts,0.0,1,0
54637394,Mafia II,0.0,1,0
11794760,Commandos 2 Men of Courage,0.0,1,0
22371742,Assassin's Creed II,0.0,1,0
71510748,Mark of the Ninja,2.6,1,1
168163793,A.V.A - Alliance of Valiant Arms,0.0,1,0
82029808,Half-Life 2 Lost Coast,0.9,1,1
144580725,Half-Life Deathmatch Source,0.0,1,0
182106701,Unturned,0.5,1,1
110899658,Syberia,0.0,1,0
71498571,Dragon's Prophet (EU),0.0,1,0
182399789,The Scourge Project Episode 1 and 2,0.0,1,0
88410966,Fork Parker's Holiday Profit Hike,0.0,1,0
131348564,Call to Arms,5.2,1,1
51822361,RAGE,0.0,1,0
102971783,Dota 2,737.0,1,1
54826284,Batman Arkham City GOTY,0.0,1,0
42061089,Legacy of Kain Soul Reaver 2,0.0,1,0
66596291,Pitiri 1977,0.0,1,0
73726855,Archeblade,0.0,1,0
27338668,Day of Defeat Source,0.0,1,0
138279635,Defense Grid Resurgence Map Pack 3,0.0,1,0
105877396,The Sims(TM) 3,15.4,1,1
59382844,Sleeping Dogs,23.0,1,1
49228258,Serious Sam HD The Second Encounter,5.4,1,1
175001491,Infinite Crisis,0.2,1,1
249232725,Mount & Blade,0.0,1,0
303007171,CSGO Player Profiles - Device,0.0,1,0
250480120,Life Is Strange,75.0,1,1
116617462,Napoleon Total War,0.8,1,1
2039434,Half-Life 2 Episode Two,0.0,1,0
91729217,Counter-Strike Global Offensive,358.0,1,1
180901075,ProtoGalaxy,0.3,1,1
39082468,DarkStar One,0.8,1,1
22301321,Monday Night Combat,0.9,1,1
111754806,The Elder Scrolls V Skyrim - Dragonborn,0.0,1,0
65229865,Leviathan Warships,0.0,1,0
994489,The Scourge Project Episode 1 and 2,0.0,1,0
81943620,Garry's Mod,2.0,1,1
111551727,Grand Theft Auto Episodes from Liberty City,119.0,1,1
37723786,Borderlands,30.0,1,1
188949150,BioShock 2,1.9,1,1
119530092,The Sims(TM) 3,9.2,1,1
21406272,Counter-Strike,2.2,1,1
131444737,Robocraft,3.7,1,1
231469827,Archeblade,0.0,1,0
28443095,Half-Life 2 Deathmatch,0.0,1,0
194237851,Dota 2,0.3,1,1
77980915,TrackMania Stadium,0.7,1,1
12610800,Awesomenauts,0.3,1,1
99077905,Titan Quest Immortal Throne,0.0,1,0
77980915,XCOM Enemy Within,0.0,1,0
26729643,Risk of Rain,23.0,1,1
81585721,Fallout New Vegas Honest Hearts,0.0,1,0
88035166,Sid Meier's Civilization Beyond Earth,0.5,1,1
42005897,Ancient Space,0.0,1,0
114727578,RPG Maker DS+ Expansion - Retro SciFi,0.0,1,0
41559627,F.E.A.R. 3,0.0,1,0
42657809,NBA 2K12,181.0,1,1
44321815,Skyrim High Resolution Texture Pack,0.0,1,0
210905793,HOMEFRONT Demo,0.0,1,0
112845094,Counter-Strike Global Offensive,1437.0,1,1
206210282,Unturned,0.0,1,0
101803777,Ragnarok,0.0,1,0
33865373,Incognito,0.0,1,0
172842461,Garry's Mod,6.2,1,1
81151589,Sid Meier's Civilization V,49.0,1,1
81591317,Arma 3 Zeus,0.0,1,0
46637811,ArcheAge,5.4,1,1
1024319,Ricochet,0.0,1,0
167815968,Dota 2,5.6,1,1
160299889,Lost Planet 2,7.0,1,1
65716118,The Elder Scrolls V Skyrim,22.0,1,1
10253354,Alan Wake,0.1,1,1
62990992,Absconding Zatwor,14.0,1,1
561758,Eufloria HD Original Soundtrack,0.0,1,0
55426012,Back to the Future Ep 4 - Double Visions,0.0,1,0
183490713,No More Room in Hell,1.2,1,1
91729217,Microsoft Flight Simulator X Steam Edition,0.9,1,1
80779496,The Witcher Enhanced Edition,1.0,1,1
141721383,Star Trek Online,16.5,1,1
57770056,FINAL FANTASY TYPE-0 HD,0.0,1,0
152419713,Call of Duty Modern Warfare 2 - Multiplayer,0.0,1,0
263860732,Unturned,0.0,1,0
75368808,Victoria II,155.0,1,1
123039887,Dead Rising 2,0.0,1,0
166689541,Dota 2,347.0,1,1
153956921,Camera Obscura Soundtrack,0.0,1,0
